order_id,order_date,customer_id,gender,age,product_category,product_name,quantity,unit_price,total_amount,payment_method,order_status,delivery_status,country,city
A1466,2/12/2023,C548,Female,54,Electronics,Product_141,1,11315,11315,Card,Cancelled,Delivered,India,Chennai
A1467,12/24/2023,C953,Male,26,Home & Kitchen,Product_144,3,14537,43611,UPI,Cancelled,Not Delivered,India,Bangalore
A1468,9/26/2023,C656,Male,33,Electronics,Product_69,3,20484,61452,Card,Cancelled,Delivered,India,Mumbai
A1469,8/5/2023,C820,Female,40,Clothing,Product_83,3,13852,41556,Card,Returned,Delivered,India,Hyderabad
A1470,11/12/2023,C409,Female,57,Clothing,Product_113,1,11759,11759,UPI,Completed,Delivered,India,Jaipur
A1471,2/13/2023,C726,Male,21,Clothing,Product_159,1,24171,24171,UPI,Cancelled,Delivered,India,Jaipur
A1472,6/6/2023,C926,Female,48,Electronics,Product_85,3,3946,11838,UPI,Returned,Delivered,India,Bangalore
A1473,5/13/2023,C769,Female,57,Clothing,Product_178,3,17446,52338,COD,Returned,Delivered,India,Chennai
A1474,9/27/2023,C641,Male,34,Clothing,Product_16,3,22042,66126,Card,Completed,Not Delivered,India,Pune
A1475,1/5/2023,C108,Male,42,Beauty,Product_170,2,21755,43510,COD,Cancelled,Delivered,India,Pune
A1476,7/17/2023,C783,Male,42,Electronics,Product_81,2,21579,43158,Card,Returned,Delivered,India,Delhi
A1477,8/23/2023,C936,Male,20,Clothing,Product_136,1,16705,16705,Card,Cancelled,Not Delivered,India,Chennai
A1478,1/10/2023,C667,Female,40,Beauty,Product_161,3,5444,16332,Card,Completed,Not Delivered,India,Pune
A1479,7/18/2023,C406,Male,53,Beauty,Product_58,3,8743,26229,UPI,Cancelled,Not Delivered,India,Delhi
A1480,7/15/2023,C779,Male,44,Clothing,Product_147,1,24217,24217,UPI,Cancelled,Not Delivered,India,Jaipur
A1481,3/9/2023,C206,Male,59,Clothing,Product_149,2,18067,36134,COD,Returned,Delivered,India,Delhi
A1482,12/28/2023,C999,Male,45,Clothing,Product_168,2,22861,45722,COD,Completed,Not Delivered,India,Mumbai
A1483,3/2/2023,C237,Male,38,Clothing,Product_187,3,17764,53292,UPI,Cancelled,Not Delivered,India,Chennai
A1484,11/23/2023,C370,Female,27,Clothing,Product_28,2,14816,29632,UPI,Completed,Delivered,India,Hyderabad
A1485,11/10/2023,C218,Male,56,Clothing,Product_60,3,18880,56640,COD,Completed,Not Delivered,India,Mumbai
A1486,3/10/2023,C209,Female,59,Beauty,Product_48,3,15917,47751,Card,Cancelled,Not Delivered,India,Delhi
A1487,4/26/2023,C860,Male,44,Electronics,Product_70,1,6632,6632,Card,Completed,Delivered,India,Bangalore
A1488,8/13/2023,C666,Female,38,Home & Kitchen,Product_64,1,6102,6102,Card,Cancelled,Delivered,India,Chennai
A1489,7/21/2023,C259,Male,51,Electronics,Product_116,3,10553,31659,Card,Completed,Delivered,India,Chennai
A1490,10/13/2023,C378,Female,51,Electronics,Product_49,3,1586,4758,Card,Cancelled,Not Delivered,India,Hyderabad
A1491,3/27/2023,C388,Female,36,Electronics,Product_177,2,15417,30834,COD,Completed,Not Delivered,India,Indore
A1492,9/14/2023,C719,Male,29,Clothing,Product_101,1,23979,23979,Card,Cancelled,Not Delivered,India,Pune
A1493,10/30/2023,C315,Male,47,Electronics,Product_65,1,15166,15166,Card,Returned,Delivered,India,Mumbai
A1494,12/28/2023,C834,Female,58,Beauty,Product_22,1,4040,4040,COD,Returned,Not Delivered,India,Delhi
A1495,7/14/2023,C451,Male,28,Beauty,Product_145,2,18333,36666,COD,Completed,Delivered,India,Delhi
A1496,1/27/2023,C308,Female,37,Beauty,Product_187,1,23632,23632,Card,Cancelled,Delivered,India,Mumbai
A1497,1/2/2023,C803,Female,18,Home & Kitchen,Product_128,1,6947,6947,Card,Returned,Delivered,India,Indore
A1498,10/29/2023,C749,Female,47,Home & Kitchen,Product_114,1,7406,7406,UPI,Returned,Delivered,India,Bangalore
A1499,11/14/2023,C973,Male,21,Clothing,Product_38,3,9413,28239,UPI,Returned,Not Delivered,India,Pune
A1500,12/8/2023,C370,Female,39,Electronics,Product_13,1,1362,1362,UPI,Cancelled,Delivered,India,Delhi
A1501,11/9/2023,C617,Male,47,Beauty,Product_10,3,9618,28854,UPI,Cancelled,Not Delivered,India,Jaipur
A1502,8/7/2023,C600,Male,36,Home & Kitchen,Product_35,2,2517,5034,UPI,Returned,Not Delivered,India,Jaipur
A1503,9/26/2023,C357,Male,31,Electronics,Product_28,3,13858,41574,COD,Returned,Delivered,India,Indore
A1504,11/6/2023,C966,Female,45,Beauty,Product_67,3,22865,68595,COD,Returned,Not Delivered,India,Delhi
A1505,9/12/2023,C152,Female,49,Clothing,Product_157,3,18736,56208,UPI,Returned,Not Delivered,India,Bangalore
A1506,1/13/2023,C194,Female,58,Electronics,Product_189,1,4173,4173,UPI,Returned,Not Delivered,India,Chennai
A1507,6/29/2023,C749,Male,18,Clothing,Product_177,1,11237,11237,Card,Cancelled,Delivered,India,Hyderabad
A1508,10/9/2023,C533,Female,18,Electronics,Product_176,2,16903,33806,Card,Cancelled,Not Delivered,India,Pune
A1509,6/19/2023,C949,Female,48,Home & Kitchen,Product_10,1,6657,6657,COD,Completed,Not Delivered,India,Delhi
A1510,10/2/2023,C383,Female,47,Home & Kitchen,Product_191,3,15393,46179,UPI,Returned,Not Delivered,India,Jaipur
A1511,1/10/2023,C145,Male,54,Beauty,Product_91,3,17859,53577,UPI,Completed,Not Delivered,India,Pune
A1512,11/17/2023,C103,Male,54,Home & Kitchen,Product_48,2,12595,25190,COD,Completed,Not Delivered,India,Jaipur
A1513,5/20/2023,C441,Female,23,Home & Kitchen,Product_61,3,1336,4008,Card,Cancelled,Not Delivered,India,Bangalore
A1514,3/31/2023,C889,Male,41,Electronics,Product_200,3,10206,30618,UPI,Completed,Not Delivered,India,Pune
A1515,3/20/2023,C233,Male,39,Home & Kitchen,Product_188,2,16685,33370,COD,Cancelled,Not Delivered,India,Delhi
A1516,12/13/2023,C752,Male,31,Electronics,Product_118,1,17213,17213,Card,Returned,Delivered,India,Pune
A1517,12/18/2023,C368,Male,39,Home & Kitchen,Product_12,2,1742,3484,UPI,Returned,Not Delivered,India,Pune
A1518,11/24/2023,C265,Male,38,Clothing,Product_50,3,10528,31584,Card,Cancelled,Not Delivered,India,Indore
A1519,5/20/2023,C859,Male,28,Beauty,Product_30,3,4155,12465,UPI,Returned,Delivered,India,Bangalore
A1520,10/9/2023,C552,Female,35,Clothing,Product_181,3,11779,35337,Card,Returned,Delivered,India,Delhi
A1521,11/10/2023,C664,Female,52,Home & Kitchen,Product_13,1,10503,10503,UPI,Completed,Not Delivered,India,Pune
A1522,1/28/2023,C822,Male,45,Home & Kitchen,Product_46,1,12869,12869,COD,Returned,Not Delivered,India,Jaipur
A1523,4/12/2023,C537,Male,47,Clothing,Product_24,2,11189,22378,COD,Cancelled,Delivered,India,Indore
A1524,11/26/2023,C674,Female,48,Clothing,Product_58,2,22728,45456,UPI,Returned,Not Delivered,India,Jaipur
A1525,12/25/2023,C109,Female,38,Home & Kitchen,Product_125,2,6308,12616,UPI,Completed,Not Delivered,India,Mumbai
A1526,8/25/2023,C214,Male,36,Beauty,Product_155,2,15984,31968,COD,Completed,Delivered,India,Chennai
A1527,6/16/2023,C177,Male,37,Home & Kitchen,Product_103,3,3805,11415,COD,Cancelled,Delivered,India,Bangalore
A1528,9/4/2023,C807,Female,22,Beauty,Product_54,3,5510,16530,COD,Returned,Not Delivered,India,Chennai
A1529,10/6/2023,C252,Male,29,Electronics,Product_190,3,11513,34539,COD,Returned,Not Delivered,India,Mumbai
A1530,8/26/2023,C658,Female,53,Electronics,Product_114,3,19832,59496,UPI,Cancelled,Not Delivered,India,Mumbai
A1531,12/17/2023,C136,Female,38,Home & Kitchen,Product_166,3,3863,11589,COD,Completed,Delivered,India,Bangalore
A1532,11/22/2023,C954,Male,27,Clothing,Product_116,1,19330,19330,COD,Cancelled,Not Delivered,India,Indore
A1533,12/15/2023,C478,Female,37,Beauty,Product_112,1,7039,7039,COD,Cancelled,Delivered,India,Pune
A1534,7/26/2023,C696,Male,36,Electronics,Product_95,3,17025,51075,COD,Completed,Delivered,India,Jaipur
A1535,1/16/2023,C665,Male,45,Home & Kitchen,Product_161,1,9547,9547,Card,Returned,Not Delivered,India,Chennai
A1536,10/7/2023,C251,Male,60,Clothing,Product_122,2,14560,29120,UPI,Completed,Not Delivered,India,Jaipur
A1537,5/28/2023,C540,Male,26,Electronics,Product_19,2,5355,10710,COD,Completed,Delivered,India,Indore
A1538,3/11/2023,C230,Male,26,Home & Kitchen,Product_117,3,14610,43830,COD,Returned,Not Delivered,India,Delhi
A1539,8/6/2023,C142,Female,42,Beauty,Product_58,2,16992,33984,UPI,Cancelled,Delivered,India,Indore
A1540,12/31/2023,C415,Female,44,Beauty,Product_9,3,8057,24171,UPI,Returned,Not Delivered,India,Jaipur
A1541,9/4/2023,C473,Male,27,Beauty,Product_120,1,19314,19314,COD,Completed,Delivered,India,Bangalore
A1542,12/6/2023,C915,Male,58,Beauty,Product_157,2,20965,41930,UPI,Cancelled,Delivered,India,Indore
A1543,8/29/2023,C981,Female,44,Beauty,Product_76,2,17098,34196,Card,Completed,Delivered,India,Hyderabad
A1544,5/14/2023,C140,Male,58,Home & Kitchen,Product_149,3,18771,56313,UPI,Returned,Delivered,India,Hyderabad
A1545,1/14/2023,C466,Female,49,Electronics,Product_33,3,20757,62271,COD,Completed,Not Delivered,India,Hyderabad
A1546,5/24/2023,C315,Female,34,Electronics,Product_190,1,20478,20478,UPI,Returned,Delivered,India,Delhi
A1547,7/9/2023,C798,Male,34,Clothing,Product_125,3,14935,44805,UPI,Returned,Delivered,India,Jaipur
A1548,11/1/2023,C355,Male,49,Home & Kitchen,Product_198,1,5053,5053,Card,Completed,Not Delivered,India,Delhi
A1549,6/26/2023,C782,Male,59,Beauty,Product_194,1,19231,19231,UPI,Completed,Delivered,India,Indore
A1550,6/4/2023,C205,Female,52,Clothing,Product_98,2,15905,31810,COD,Returned,Not Delivered,India,Indore
A1551,9/29/2023,C462,Female,18,Beauty,Product_115,2,5056,10112,Card,Returned,Not Delivered,India,Pune
A1552,11/23/2023,C898,Female,45,Beauty,Product_86,1,17709,17709,Card,Cancelled,Delivered,India,Hyderabad
A1553,7/20/2023,C673,Female,33,Clothing,Product_134,3,19442,58326,Card,Returned,Delivered,India,Jaipur
A1554,12/11/2023,C995,Male,22,Electronics,Product_106,3,646,1938,UPI,Returned,Delivered,India,Indore
A1555,5/26/2023,C516,Female,30,Electronics,Product_7,2,7489,14978,COD,Completed,Delivered,India,Bangalore
A1556,3/4/2023,C735,Male,23,Clothing,Product_97,3,21208,63624,COD,Returned,Delivered,India,Mumbai
A1557,5/10/2023,C867,Female,47,Electronics,Product_164,3,6337,19011,Card,Cancelled,Not Delivered,India,Jaipur
A1558,2/7/2023,C258,Female,21,Home & Kitchen,Product_100,2,5607,11214,Card,Completed,Not Delivered,India,Hyderabad
A1559,2/5/2023,C342,Female,30,Home & Kitchen,Product_46,1,14736,14736,COD,Cancelled,Delivered,India,Delhi
A1560,4/22/2023,C985,Male,46,Beauty,Product_27,3,14431,43293,UPI,Completed,Delivered,India,Hyderabad
A1561,9/12/2023,C266,Male,59,Electronics,Product_10,2,914,1828,COD,Cancelled,Not Delivered,India,Delhi
A1562,7/20/2023,C919,Male,50,Home & Kitchen,Product_123,3,11107,33321,Card,Cancelled,Delivered,India,Bangalore
A1563,12/19/2023,C930,Female,25,Beauty,Product_86,1,12896,12896,COD,Cancelled,Not Delivered,India,Pune
A1564,2/16/2023,C281,Female,52,Beauty,Product_21,3,21503,64509,Card,Cancelled,Delivered,India,Delhi
A1565,7/16/2023,C522,Male,37,Home & Kitchen,Product_28,3,1588,4764,COD,Returned,Not Delivered,India,Indore
A1566,8/13/2023,C125,Male,26,Electronics,Product_50,1,21035,21035,UPI,Returned,Delivered,India,Indore
A1567,10/4/2023,C283,Female,49,Home & Kitchen,Product_5,2,2364,4728,UPI,Cancelled,Delivered,India,Jaipur
A1568,7/27/2023,C854,Male,31,Home & Kitchen,Product_174,3,1702,5106,COD,Completed,Delivered,India,Mumbai
A1569,3/14/2023,C440,Female,59,Electronics,Product_121,1,24399,24399,COD,Completed,Delivered,India,Delhi
A1570,11/20/2023,C901,Male,37,Electronics,Product_117,1,5944,5944,COD,Completed,Delivered,India,Mumbai
A1571,11/1/2023,C521,Male,22,Clothing,Product_110,1,16590,16590,Card,Returned,Not Delivered,India,Jaipur
A1572,10/22/2023,C921,Male,38,Clothing,Product_196,1,22716,22716,UPI,Returned,Delivered,India,Jaipur
A1573,5/21/2023,C785,Male,44,Clothing,Product_179,1,4256,4256,Card,Returned,Delivered,India,Indore
A1574,1/21/2023,C984,Male,24,Home & Kitchen,Product_200,1,19370,19370,UPI,Completed,Not Delivered,India,Mumbai
A1575,4/2/2023,C852,Male,59,Beauty,Product_107,1,536,536,COD,Cancelled,Delivered,India,Bangalore
A1576,5/19/2023,C930,Female,44,Clothing,Product_45,1,21265,21265,COD,Returned,Delivered,India,Delhi
A1577,11/10/2023,C354,Male,58,Beauty,Product_90,3,16680,50040,Card,Completed,Delivered,India,Bangalore
A1578,2/18/2023,C373,Female,52,Clothing,Product_119,1,17673,17673,COD,Returned,Delivered,India,Hyderabad
A1579,2/27/2023,C263,Male,48,Home & Kitchen,Product_46,1,6647,6647,UPI,Returned,Delivered,India,Pune
A1580,5/26/2023,C906,Male,45,Beauty,Product_86,3,12233,36699,COD,Cancelled,Delivered,India,Mumbai
A1581,10/3/2023,C818,Male,28,Electronics,Product_125,3,2018,6054,COD,Completed,Delivered,India,Bangalore
A1582,10/31/2023,C210,Female,44,Clothing,Product_192,3,14875,44625,COD,Cancelled,Delivered,India,Mumbai
A1583,2/20/2023,C491,Male,44,Clothing,Product_97,2,7763,15526,UPI,Completed,Not Delivered,India,Indore
A1584,3/16/2023,C993,Male,57,Home & Kitchen,Product_46,1,14582,14582,Card,Cancelled,Delivered,India,Indore
A1585,11/20/2023,C139,Female,35,Clothing,Product_86,3,6662,19986,UPI,Completed,Delivered,India,Hyderabad
A1586,8/27/2023,C979,Female,44,Clothing,Product_195,1,3940,3940,Card,Completed,Not Delivered,India,Delhi
A1587,3/29/2023,C581,Male,23,Home & Kitchen,Product_134,3,20338,61014,Card,Completed,Not Delivered,India,Indore
A1588,8/8/2023,C327,Male,33,Beauty,Product_112,2,775,1550,COD,Completed,Delivered,India,Pune
A1589,1/21/2023,C304,Female,50,Electronics,Product_109,2,1749,3498,COD,Cancelled,Not Delivered,India,Mumbai
A1590,5/4/2023,C936,Male,53,Electronics,Product_178,2,16529,33058,COD,Cancelled,Delivered,India,Delhi
A1591,5/3/2023,C571,Male,19,Home & Kitchen,Product_172,2,9992,19984,Card,Completed,Not Delivered,India,Pune
A1592,3/12/2023,C458,Female,29,Beauty,Product_161,2,15496,30992,Card,Returned,Delivered,India,Mumbai
A1593,6/20/2023,C412,Male,36,Home & Kitchen,Product_193,2,22934,45868,Card,Returned,Delivered,India,Mumbai
A1594,1/29/2023,C940,Female,21,Electronics,Product_99,3,11300,33900,Card,Cancelled,Delivered,India,Jaipur
A1595,11/28/2023,C914,Male,53,Clothing,Product_36,2,6043,12086,Card,Completed,Delivered,India,Indore
A1596,10/25/2023,C992,Male,32,Beauty,Product_91,3,24950,74850,Card,Returned,Not Delivered,India,Hyderabad
A1597,7/10/2023,C333,Female,46,Home & Kitchen,Product_129,1,2376,2376,COD,Completed,Not Delivered,India,Hyderabad
A1598,7/8/2023,C328,Male,30,Home & Kitchen,Product_23,2,20647,41294,UPI,Cancelled,Delivered,India,Hyderabad
A1599,3/26/2023,C124,Female,25,Clothing,Product_128,1,3883,3883,UPI,Completed,Delivered,India,Hyderabad
A1600,10/5/2023,C775,Male,48,Beauty,Product_108,2,22660,45320,Card,Returned,Delivered,India,Hyderabad
A1601,1/12/2023,C297,Male,51,Beauty,Product_106,1,2362,2362,COD,Cancelled,Not Delivered,India,Indore
A1602,12/23/2023,C508,Female,47,Beauty,Product_146,3,22118,66354,UPI,Cancelled,Delivered,India,Hyderabad
A1603,7/10/2023,C436,Female,21,Clothing,Product_91,1,16167,16167,Card,Cancelled,Delivered,India,Delhi
A1604,5/27/2023,C385,Male,29,Clothing,Product_42,3,17841,53523,UPI,Completed,Delivered,India,Jaipur
A1605,8/14/2023,C985,Female,41,Clothing,Product_53,3,4444,13332,COD,Returned,Delivered,India,Jaipur
A1606,7/10/2023,C171,Female,52,Clothing,Product_137,2,5147,10294,Card,Completed,Delivered,India,Chennai
A1607,8/23/2023,C891,Female,27,Electronics,Product_190,2,5063,10126,COD,Returned,Not Delivered,India,Hyderabad
A1608,10/21/2023,C385,Male,54,Home & Kitchen,Product_87,2,9797,19594,COD,Completed,Not Delivered,India,Pune
A1609,10/10/2023,C459,Male,37,Electronics,Product_103,1,22516,22516,COD,Completed,Not Delivered,India,Jaipur
A1610,1/29/2023,C756,Male,55,Clothing,Product_197,1,10994,10994,Card,Completed,Delivered,India,Mumbai
A1611,12/13/2023,C621,Male,50,Home & Kitchen,Product_50,3,14896,44688,Card,Cancelled,Delivered,India,Jaipur
A1612,8/7/2023,C509,Female,42,Beauty,Product_4,2,5147,10294,Card,Cancelled,Not Delivered,India,Hyderabad
A1613,2/14/2023,C795,Male,46,Home & Kitchen,Product_114,2,18683,37366,Card,Completed,Not Delivered,India,Chennai
A1614,11/3/2023,C963,Male,27,Clothing,Product_78,1,19540,19540,Card,Returned,Not Delivered,India,Mumbai
A1615,2/15/2023,C649,Male,44,Beauty,Product_107,3,12613,37839,UPI,Returned,Not Delivered,India,Delhi
A1616,7/15/2023,C439,Female,53,Home & Kitchen,Product_11,1,6395,6395,Card,Returned,Not Delivered,India,Indore
A1617,8/26/2023,C128,Male,19,Electronics,Product_40,3,24543,73629,Card,Cancelled,Not Delivered,India,Mumbai
A1618,5/28/2023,C218,Female,29,Home & Kitchen,Product_177,3,22120,66360,COD,Completed,Delivered,India,Mumbai
A1619,2/4/2023,C998,Female,55,Home & Kitchen,Product_145,2,16456,32912,Card,Cancelled,Not Delivered,India,Mumbai
A1620,10/22/2023,C367,Male,34,Clothing,Product_149,2,17094,34188,UPI,Completed,Not Delivered,India,Indore
A1621,7/2/2023,C282,Male,21,Beauty,Product_93,3,4739,14217,Card,Returned,Not Delivered,India,Pune
A1622,9/29/2023,C694,Male,50,Clothing,Product_197,2,9857,19714,COD,Completed,Delivered,India,Delhi
A1623,6/11/2023,C371,Female,35,Beauty,Product_25,3,10871,32613,COD,Returned,Not Delivered,India,Delhi
A1624,9/23/2023,C139,Female,41,Home & Kitchen,Product_106,1,4787,4787,Card,Completed,Delivered,India,Bangalore
A1625,4/24/2023,C211,Male,53,Electronics,Product_107,1,16794,16794,Card,Completed,Delivered,India,Delhi
A1626,6/28/2023,C710,Female,41,Clothing,Product_114,1,16012,16012,COD,Returned,Not Delivered,India,Delhi
A1627,1/15/2023,C544,Male,32,Clothing,Product_178,3,10283,30849,UPI,Returned,Delivered,India,Hyderabad
A1628,3/8/2023,C453,Male,45,Electronics,Product_20,1,7176,7176,UPI,Cancelled,Not Delivered,India,Pune
A1629,1/17/2023,C846,Male,48,Electronics,Product_65,1,3832,3832,UPI,Completed,Not Delivered,India,Pune
A1630,11/5/2023,C905,Male,55,Clothing,Product_48,1,4356,4356,COD,Cancelled,Delivered,India,Mumbai
A1631,5/23/2023,C421,Female,40,Clothing,Product_129,1,24751,24751,COD,Returned,Delivered,India,Mumbai
A1632,1/8/2023,C546,Male,30,Beauty,Product_44,1,19244,19244,COD,Completed,Delivered,India,Bangalore
A1633,9/1/2023,C720,Female,55,Clothing,Product_113,3,23491,70473,COD,Completed,Delivered,India,Jaipur
A1634,4/20/2023,C623,Male,44,Electronics,Product_195,2,14196,28392,Card,Completed,Not Delivered,India,Mumbai
A1635,9/11/2023,C218,Female,36,Electronics,Product_22,3,4753,14259,Card,Cancelled,Delivered,India,Chennai
A1636,11/4/2023,C494,Female,46,Clothing,Product_142,2,15273,30546,Card,Cancelled,Not Delivered,India,Bangalore
A1637,12/14/2023,C690,Female,29,Electronics,Product_173,1,15886,15886,Card,Returned,Delivered,India,Chennai
A1638,12/4/2023,C294,Male,25,Clothing,Product_102,2,17426,34852,Card,Returned,Delivered,India,Delhi
A1639,4/12/2023,C360,Female,30,Home & Kitchen,Product_32,1,12218,12218,UPI,Cancelled,Not Delivered,India,Hyderabad
A1640,10/31/2023,C145,Female,59,Home & Kitchen,Product_92,3,19368,58104,Card,Returned,Not Delivered,India,Indore
A1641,3/17/2023,C825,Female,24,Electronics,Product_65,3,9438,28314,Card,Cancelled,Delivered,India,Delhi
A1642,1/28/2023,C546,Male,49,Electronics,Product_46,1,3563,3563,Card,Returned,Not Delivered,India,Delhi
A1643,11/16/2023,C101,Male,22,Home & Kitchen,Product_120,2,20680,41360,UPI,Cancelled,Not Delivered,India,Indore
A1644,10/5/2023,C632,Female,52,Electronics,Product_196,3,8874,26622,UPI,Cancelled,Delivered,India,Chennai
A1645,7/12/2023,C925,Female,47,Electronics,Product_9,2,10607,21214,UPI,Returned,Not Delivered,India,Delhi
A1646,3/10/2023,C651,Female,42,Home & Kitchen,Product_196,2,14412,28824,UPI,Returned,Not Delivered,India,Indore
A1647,3/22/2023,C803,Male,43,Beauty,Product_127,2,18723,37446,COD,Cancelled,Not Delivered,India,Hyderabad
A1648,1/15/2023,C836,Male,26,Beauty,Product_90,2,2312,4624,COD,Returned,Delivered,India,Jaipur
A1649,8/8/2023,C859,Female,40,Home & Kitchen,Product_90,2,3489,6978,UPI,Returned,Delivered,India,Bangalore
A1650,6/9/2023,C854,Male,22,Beauty,Product_30,1,21536,21536,Card,Completed,Delivered,India,Jaipur
A1651,12/3/2023,C786,Female,54,Home & Kitchen,Product_69,1,15403,15403,UPI,Returned,Not Delivered,India,Pune
A1652,10/20/2023,C301,Female,38,Electronics,Product_126,2,12677,25354,UPI,Returned,Delivered,India,Jaipur
A1653,12/8/2023,C472,Female,28,Beauty,Product_94,2,16774,33548,Card,Completed,Not Delivered,India,Mumbai
A1654,5/28/2023,C541,Female,21,Beauty,Product_147,3,7314,21942,Card,Completed,Delivered,India,Mumbai
A1655,5/20/2023,C171,Male,54,Home & Kitchen,Product_110,3,11337,34011,UPI,Cancelled,Delivered,India,Hyderabad
A1656,8/10/2023,C780,Female,30,Home & Kitchen,Product_103,3,10127,30381,Card,Returned,Not Delivered,India,Delhi
A1657,12/27/2023,C438,Male,54,Home & Kitchen,Product_55,1,20873,20873,COD,Returned,Not Delivered,India,Hyderabad
A1658,11/11/2023,C738,Female,54,Electronics,Product_134,3,17756,53268,UPI,Cancelled,Not Delivered,India,Delhi
A1659,12/17/2023,C421,Female,45,Home & Kitchen,Product_82,1,5230,5230,UPI,Returned,Delivered,India,Chennai
A1660,11/27/2023,C779,Male,34,Clothing,Product_104,2,9705,19410,UPI,Completed,Delivered,India,Bangalore
A1661,6/8/2023,C968,Female,49,Home & Kitchen,Product_109,1,8347,8347,COD,Completed,Delivered,India,Delhi
A1662,1/15/2023,C227,Female,35,Clothing,Product_165,2,4770,9540,UPI,Returned,Not Delivered,India,Pune
A1663,6/10/2023,C837,Female,22,Home & Kitchen,Product_94,1,3050,3050,COD,Returned,Delivered,India,Chennai
A1664,5/1/2023,C407,Male,54,Electronics,Product_134,3,4905,14715,COD,Returned,Not Delivered,India,Indore
A1665,11/4/2023,C619,Male,38,Beauty,Product_150,1,8101,8101,COD,Cancelled,Delivered,India,Chennai
A1666,2/24/2023,C416,Male,31,Beauty,Product_113,1,5027,5027,Card,Cancelled,Delivered,India,Indore
A1667,12/25/2023,C782,Male,38,Home & Kitchen,Product_122,3,12578,37734,COD,Completed,Not Delivered,India,Delhi
A1668,7/8/2023,C518,Female,19,Electronics,Product_190,2,15872,31744,COD,Completed,Delivered,India,Hyderabad
A1669,6/8/2023,C434,Female,25,Clothing,Product_114,3,12905,38715,Card,Completed,Not Delivered,India,Hyderabad
A1670,5/1/2023,C512,Female,31,Clothing,Product_113,2,3257,6514,COD,Cancelled,Not Delivered,India,Pune
A1671,9/9/2023,C813,Female,44,Beauty,Product_184,2,2924,5848,Card,Completed,Delivered,India,Hyderabad
A1672,6/30/2023,C402,Female,56,Beauty,Product_117,3,2474,7422,COD,Completed,Delivered,India,Delhi
A1673,11/25/2023,C667,Male,18,Home & Kitchen,Product_52,3,14829,44487,COD,Cancelled,Not Delivered,India,Mumbai
A1674,5/8/2023,C230,Male,56,Home & Kitchen,Product_82,1,5471,5471,Card,Cancelled,Delivered,India,Hyderabad
A1675,10/31/2023,C296,Female,36,Clothing,Product_22,1,22826,22826,Card,Cancelled,Delivered,India,Chennai
A1676,4/25/2023,C530,Male,19,Clothing,Product_23,2,18990,37980,Card,Completed,Not Delivered,India,Delhi
A1677,11/13/2023,C780,Female,56,Beauty,Product_39,1,13441,13441,UPI,Cancelled,Delivered,India,Mumbai
A1678,9/27/2023,C488,Female,47,Home & Kitchen,Product_31,1,23846,23846,UPI,Returned,Delivered,India,Bangalore
A1679,9/11/2023,C793,Female,26,Home & Kitchen,Product_53,2,9735,19470,COD,Completed,Not Delivered,India,Bangalore
A1680,7/29/2023,C866,Male,19,Beauty,Product_68,2,6210,12420,UPI,Returned,Not Delivered,India,Bangalore
A1681,12/17/2023,C278,Female,23,Electronics,Product_121,2,19400,38800,UPI,Cancelled,Not Delivered,India,Bangalore
A1682,12/29/2023,C730,Female,56,Beauty,Product_19,3,12866,38598,UPI,Returned,Delivered,India,Pune
A1683,8/30/2023,C682,Female,56,Electronics,Product_2,2,7995,15990,Card,Returned,Not Delivered,India,Hyderabad
A1684,7/9/2023,C408,Male,53,Electronics,Product_149,2,22295,44590,UPI,Cancelled,Delivered,India,Indore
A1685,3/9/2023,C515,Male,38,Home & Kitchen,Product_37,2,15638,31276,Card,Completed,Not Delivered,India,Pune
A1686,5/24/2023,C661,Female,45,Beauty,Product_68,1,16658,16658,COD,Cancelled,Not Delivered,India,Chennai
A1687,9/9/2023,C953,Male,53,Home & Kitchen,Product_14,1,10639,10639,UPI,Completed,Delivered,India,Bangalore
A1688,8/29/2023,C100,Female,28,Home & Kitchen,Product_112,1,1475,1475,UPI,Cancelled,Delivered,India,Indore
A1689,10/15/2023,C411,Female,47,Home & Kitchen,Product_29,2,23533,47066,COD,Completed,Delivered,India,Jaipur
A1690,5/26/2023,C393,Male,28,Beauty,Product_145,1,6975,6975,COD,Returned,Delivered,India,Pune
A1691,4/3/2023,C315,Female,22,Clothing,Product_197,3,19003,57009,Card,Returned,Delivered,India,Jaipur
A1692,12/15/2023,C540,Male,43,Beauty,Product_152,1,9615,9615,UPI,Cancelled,Delivered,India,Pune
A1693,12/29/2023,C904,Female,47,Beauty,Product_153,1,15380,15380,COD,Completed,Not Delivered,India,Pune
A1694,8/20/2023,C693,Female,54,Clothing,Product_55,3,20693,62079,UPI,Returned,Not Delivered,India,Jaipur
A1695,2/6/2023,C721,Female,23,Home & Kitchen,Product_66,1,24672,24672,UPI,Completed,Not Delivered,India,Mumbai
A1696,3/25/2023,C770,Female,43,Beauty,Product_166,1,7123,7123,COD,Completed,Delivered,India,Hyderabad
A1697,6/8/2023,C429,Male,40,Electronics,Product_95,2,14467,28934,COD,Completed,Not Delivered,India,Indore
A1698,5/18/2023,C576,Female,23,Home & Kitchen,Product_95,2,15911,31822,COD,Completed,Not Delivered,India,Chennai
A1699,9/20/2023,C552,Female,47,Clothing,Product_166,1,1625,1625,COD,Returned,Delivered,India,Indore
